Number|Description|Qty|Estimate Amount|Taxes|Replacement Cost Total|Age / Cond. / Life|Less Depreciation|Actual Cash Value|Paid|Estimated Remaining|Page Number
747|Adidas, Dog hoodies|1.00 EA|$45.00|$3.77|$48.77|4y/Avg./5y|-$39.02|$9.75|$0.00|$39.02|38
748|Kirkland Signature, Dog dental chews 72 treats|1.00 EA|$44.89|$3.76|$48.65|0.33 y/ Avg. /5 y|-$3.21|$45.44|$0.00|$3.21|38
749|Nature Made, Fish oil, 300softgel|1.00 EA|$44.53|$0.00|$44.53|3 y/ Avg. / 3 y|-$35.62|$8.91|$0.00|$35.62|38
750|Oxo, Dish rack|1.00 EA|$42.99|$3.60|$46.59|3 y/ Avg. /10 y|-$13.98|$32.61|$0.00|$13.98|38
751|Hip Doggie, Hooded dog raincoat|1.00 EA|$42.99|$3.60|$46.59|3 y/ Avg. /5 y|-$27.95|$18.64|$0.00|$27.95|38
752|Land's End, Cotton bath towel|3.00 EA|$128.85|$10.79|$139.64|4y/Avg./5y|-$111.71|$27.93|$0.00|$111.71|38
753|Timekeeper, Round wall clock|1.00 EA|$41.99|$3.52|$45.51|3 y/ Avg. /20 y|-$6.83|$38.68|$0.00|$6.83|38
754|HJN, Ceramic Vase white|1.00 EA|$39.99|$3.35|$43.34|2.5 y/ Avg. /10 y|-$10.84|$32.50|$0.00|$10.84|38
755|(-Sense, Wi-Fi carbon monoxide alarm|1.00 EA|$39.99|$3.35|$43.34|1y/Avg./10y|-$4.34|$39.00|$0.00|$4.34|38
756|Brita, Water filter pitcher dispenser 10-cup|1.00 EA|$39.99|$3.35|$43.34|3.08 y/ Avg. /10 y|-$13.35|$29.99|$0.00|$13.35|38
757|Bambusi, Bamboo tea bag organizer box|2.00 EA|$79.98|$6.70|$86.68|1.67 y/ Avg. /10 y|-$14.48|$72.20|$0.00|$14.48|38
758|Otterbox, iPhone defender case|1.00 EA|$39.95|$3.35|$43.30|1y/Avg./10y|-$4.34|$38.96|$0.00|$4.34|38
759|Kirkland Signature, Scented kitchen trash bag, 200ct|1.00 EA|$35.99|$3.01|$39.00|3 y/ Avg. / o y|-$0.00|$39.00|$0.00|$0.00|38
760|Threshold, Rattan basket|1.00 EA|$35.00|$2.93|$37.93|3 y/ Avg. /10 y|-$11.38|$26.55|$0.00|$11.38|38
761|Cuisinart, Salad Spinner|1.00 EA|$34.99|$2.93|$37.92|3 y/ Avg. /5 y|-$22.75|$15.17|$0.00|$22.75|38
762|Kirkland Signature, Stretch-tire 3000sq ft|1.00 EA|$34.95|$2.93|$37.88|3 y/ Avg. / o y|-$0.00|$37.88|$0.00|$0.00|38
763|Ludere, Premium gold plate and elegant disposable forks 50pcs|1.00 EA|$34.24|$2.87|$37.11|3 y/ Avg. / o y|-$0.00|$37.11|$0.00|$0.00|38
764|Simply vera wang, UV Protection glasses|1.00 EA|$34.00|$2.85|$36.85|3 y/ Avg. /20 y|-$5.53|$31.32|$0.00|$5.53|38
765|Brita, Water pitcher dispenser /w standard water filter|1.00 EA|$32.49|$2.72|$35.21|3 y/ Avg. /20 y|-$5.28|$29.93|$0.00|$5.28|39
766|Brita, Water pitcher dispenser /w standard water filter|1.00 EA|$31.49|$2.64|$34.13|3 y/ Avg. /20 y|-$5.12|$29.01|$0.00|$5.12|39
767|Zenwise, Digestive enzymes 180veg capsules|2.00 EA|$60.00|$0.00|$60.00|3 y/ Avg. /3 y|-$48.00|$12.00|$0.00|$48.00|39
768|Speedo, Swim goggles|3.00 EA|$90.00|$7.54|$97.54|2y/Avg./10y|-$19.51|$78.03|$0.00|$19.51|39
769|[-Fal, Stainless steel stock pot|2.00 EA|$59.98|$5.02|$65.00|6y/Avg./20y|-$19.50|$45.50|$0.00|$19.50|39
770|Celebrate it, Ceramic cake stand|1.00 EA|$29.99|$2.51|$32.50|3 y/ Avg. /10 y|-$9.75|$22.75|$0.00|$9.75|39
771|Nintedo, Nintendo switch ac adapter|1.00 EA|$29.99|$2.51|$32.50|5 y/ Avg. /10 y|-$16.26|$16.24|$0.00|$16.26|39
772|Miralax, Laxative powder, 17.9oz, 30 doses|2.00 EA|$59.98|$0.00|$59.98|3 y/ Avg. /3 y|-$47.98|$12.00|$0.00|$47.98|39
773|Thermoflask, Insulated stainless steel water bottle 40oz|14.00 EA|$419.86|$35.16|$455.02|4y/Avg./10y|-$182.00|$273.02|$0.00|$182.00|39
774|Havasu nutrition, L'arginine nitric oxide precursor 60 capsules|1.00 EA|$29.98|$0.00|$29.98|3 y/ Avg. /3 y|-$23.98|$6.00|$0.00|$23.98|39
775|Joyce chen, Tier bamboo steamer basket|1.00 EA|$29.95|$2.51|$32.46|3 y/ Avg. /10 y|-$9.74|$22.72|$0.00|$9.74|39
776|Zojirushi, Stainless steel thermo, 6oz|1.00 EA|$28.99|$2.43|$31.42|2y/Avg./10y|-$6.29|$25.13|$0.00|$6.29|39
777|Tronex, Nitrite Gloves|1.00 EA|$28.90|$2.42|$31.32|1.5 y/ Avg. /0 y|-$0.00|$31.32|$0.00|$0.00|39
778|Johnson & Johnson, All purpose first aid kit 170ct|1.00 EA|$28.49|$0.00|$28.49|3 y/ Avg. /10 y|-$8.55|$19.94|$0.00|$8.55|39
779|OXO, 4cup Fat Separator|1.00 EA|$27.95|$2.34|$30.29|1y/Avg./10y|-$3.03|$27.26|$0.00|$3.03|39
780|Aruba Aloe, After sun cooling lotion 8.5fl oz|1.00 EA|$27.50|$2.30|$29.80|0.17 y/ Avg. /10 y|-$0.51|$29.29|$0.00|$0.51|39
781|Kirkland Signature, Reynolds foodservie foil 12" 1,000ft|1.00 EA|$27.30|$2.29|$29.59|3 y/ Avg. / O y|-$0.00|$29.59|$0.00|$0.00|39
782|Oreal, Ombrelle sunscreen lotion spf 40m 4fl oz|1.00 EA|$26.99|$2.26|$29.25|0.17 y/ Avg. /10 y|-$0.50|$28.75|$0.00|$0.50|39
783|Weston, Non-stick heavy duty cast aluminum burger press|1.00 EA|$26.99|$2.26|$29.25|3 y/ Avg. /10 y|-$8.78|$20.47|$0.00|$8.78|39
784|Goodcook, Non Stick rolling pin|1.00 EA|$26.99|$2.26|$29.25|3 y/ Avg. /20 y|-$4.39|$24.86|$0.00|$4.39|39
785|Fibercon, Fiber therapy for irregukarity caplets 140ct|1.00 EA|$26.49|$0.00|$26.49|0.5y/ Avg. /3 y|-$4.42|$22.07|$0.00|$4.42|39
786|Kirkland Signature, Thai hom mali jasmine rice 25lb|1.00 EA|$26.00|$0.00|$26.00|0.58y/Avg./0y|-$0.00|$26.00|$0.00|$0.00|39
787|Naumoo, Wall mount wood key holder|1.00 EA|$25.99|$2.18|$28.17|3 y/ Avg. /10 y|-$8.45|$19.72|$0.00|$8.45|39
788|Anruide, Wicker storage basket with handle|1.00 EA|$25.99|$2.18|$28.17|3 y/ Avg. /10 y|-$8.45|$19.72|$0.00|$8.45|39
789|Allsum, Bamboo wood cutting board|1.00 EA|$25.99|$2.18|$28.17|3 y/ Avg. /20 y|-$4.23|$23.94|$0.00|$4.23|39
790|Ahuonel, Rotating utensil holder|1.00 EA|$25.98|$2.18|$28.16|3 y/ Avg. /5 y|-$16.90|$11.26|$0.00|$16.90|40
791|Ziplock, Food Storage bags (various sizes)|1.00 EA|$25.23|$2.11|$27.34|1y/Avg./0y|-$0.00|$27.34|$0.00|$0.00|40
792|X-Zone Pet, Dog Crate Polyester Cover|1.00 EA|$24.99|$2.09|$27.08|4.75y/ Avg. /5 y|-$21.66|$5.42|$0.00|$21.66|40
793|Helen's Asian Kitchen, Mesh Strainer Basket|2.00 EA|$49.98|$4.19|$54.17|3 y/ Avg. /10 y|-$16.25|$37.92|$0.00|$16.25|40
794|Emergen-C Vitamin 90ct|1.00 EA|$24.99|$0.00|$24.99|0.75y/Avg./3y|-$6.25|$18.74|$0.00|$6.25|40
795|Coppet fit, Wrist brace|1.00 EA|$24.99|$0.00|$24.99|2y/Avg./10y|-$5.00|$19.99|$0.00|$5.00|40
796|Thunder Group, Round melamine rice bowl 12ct|1.00 EA|$24.99|$2.09|$27.08|3 y/ Avg. /20 y|-$4.06|$23.02|$0.00|$4.06|40
797|Rubbermaid, Plastic trash can|1.00 EA|$24.99|$2.09|$27.08|3 y/ Avg. /10 y|-$8.13|$18.95|$0.00|$8.13|40
798|Threshold, Stoneware dinner plate 4pcs|1.00 EA|$24.00|$2.01|$26.01|3 y/ Avg. /20 y|-$3.90|$22.11|$0.00|$3.90|40
799|Oake, Cotton bath towel|2.00 EA|$48.00|$4.02|$52.02|3 y/ Avg. /5 y|-$31.21|$20.81|$0.00|$31.21|40
800|Ohuhu, Cake Carrier|1.00 EA|$23.99|$2.01|$26.00|5 y/ Avg. /10 y|-$13.01|$12.99|$0.00|$13.01|40
801|One a Day, Men multivitamin dietary supplement tablets 300ct|1.00 EA|$23.99|$0.00|$23.99|3 y/ Avg. /3 y|-$19.19|$4.80|$0.00|$19.19|40
802|Hefty, Foam bowls 300ct|1.00 EA|$23.50|$1.97|$25.47|3 y/ Avg. / o y|-$0.00|$25.47|$0.00|$0.00|40
803|Inter desin, Twigz paper towel holder stand|1.00 EA|$23.49|$1.97|$25.46|3 y/ Avg. /10 y|-$7.64|$17.82|$0.00|$7.64|40
804|MASSFU, Dog Crate Bed Mat|1.00 EA|$22.99|$1.93|$24.92|4.75y/Avg./5y|-$19.93|$4.99|$0.00|$19.93|40
805|Oxo, Steel cocktail shaker|1.00 EA|$22.99|$1.93|$24.92|3 y/ Avg. /10 y|-$7.48|$17.44|$0.00|$7.48|40
806|Myrbetriq, Extended release tablets 25g|1.00 EA|$22.99|$0.00|$22.99|3 y/ Avg. /3 y|-$18.39|$4.60|$0.00|$18.39|40
807|Comvita, Olive leaf extract 16.9fl oz|1.00 EA|$22.99|$0.00|$22.99|3y/Avg./0y|-$0.00|$22.99|$0.00|$0.00|40
808|Zomaple, Eye compress|1.00 EA|$22.97|$1.92|$24.89|1.5 y/ Avg. /10 y|-$3.74|$21.15|$0.00|$3.74|40
809|Sunset, Plastic forks, 1000ct|1.00 EA|$21.99|$1.84|$23.83|1y/Avg./0y|-$0.00|$23.83|$0.00|$0.00|40
810|Nature's Bounty, Calcium/ Vitamin 120softgells|1.00 EA|$21.79|$0.00|$21.79|3 y/ Avg. /3 y|-$17.43|$4.36|$0.00|$17.43|40
811|Kirkland Signature, Vitamind D3 600softgels|1.00 EA|$20.99|$0.00|$20.99|3 y/ Avg. /3 y|-$16.79|$4.20|$0.00|$16.79|40
812|Jose Cuervo, Gold Tequila 750ml|1.00 EA|$20.99|$0.00|$20.99|3 y/ Avg. / O y|-$0.00|$20.99|$0.00|$0.00|40
813|Ecotrin, Safety coated aspirin, 365 tablets|1.00 EA|$20.43|$0.00|$20.43|3 y/ Avg. /3 y|-$16.34|$4.09|$0.00|$16.34|40
814|Enclize, Reading led light multi- task/w clamp|1.00 EA|$20.00|$1.68|$21.68|2y/Avg./10y|-$4.34|$17.34|$0.00|$4.34|40
815|Wintact, Infrated thermometer gun|1.00 EA|$19.99|$1.67|$21.66|3 y/ Avg. /10 y|-$6.50|$15.16|$0.00|$6.50|40
816|Way to Celebrate, Fun shape plastic cutter set, 10pcs|1.00 EA|$19.99|$1.67|$21.66|3 y/ Avg. /5 y|-$12.99|$8.67|$0.00|$12.99|41
817|Rachael ay, Pot holder 2ct|1.00 EA|$19.99|$1.67|$21.66|3 y/ Avg. /5 y|-$12.99|$8.67|$0.00|$12.99|41
818|Levish Home, Non-slip silverware drawer organizer|1.00 EA|$19.99|$1.67|$21.66|3 y/ Avg. /10 y|-$6.50|$15.16|$0.00|$6.50|41
819|Komokeru, Stainless steel pot lid|1.00 EA|$19.99|$1.67|$21.66|3 y/ Avg. /10 y|-$6.50|$15.16|$0.00|$6.50|41
820|Joycen Chen, Reusable bamboo chopsticks 10pair|1.00 EA|$19.99|$1.67|$21.66|3 y/ Avg. /10 y|-$6.50|$15.16|$0.00|$6.50|41
821|Gap, Dog classic logo hoodie|1.00 EA|$19.99|$1.67|$21.66|3 y/ Avg. /5 y|-$12.99|$8.67|$0.00|$12.99|41
822|Kirkland Signature, Calcium, 600mg, 500 tablets|2.00 EA|$39.98|$0.00|$39.98|3 y/ Avg. /3 y|-$31.98|$8.00|$0.00|$31.98|41
823|Advil, Ibuprofen pain reliever & fever reducer tablets 360ct|1.00 EA|$19.98|$0.00|$19.98|0.5y/ Avg./3y|-$3.33|$16.65|$0.00|$3.33|41
824|Cera Moisturizing cream, 9oz|1.00 EA|$19.49|$1.63|$21.12|0.33 y/ Avg. /10 y|-$0.69|$20.43|$0.00|$0.69|41
825|Apple, AirPod|1.00 EA|$19.00|$1.59|$20.59|3 y/ Avg. /10 y|-$6.18|$14.41|$0.00|$6.18|41
826|Wilton, Non-stick mini muffin pan 24cup|3.00 EA|$57.00|$4.77|$61.77|3 y/ Avg. /20 y|-$9.27|$52.50|$0.00|$9.27|41
827|Nature's Bounty, Hair skin and nails 250 softgels|1.00 EA|$18.99|$0.00|$18.99|0.42y/ Avg. /3 y|-$2.66|$16.33|$0.00|$2.66|41
828|Patelai, Plastic cocktail sword picks 800pcs|1.00 EA|$18.99|$1.59|$20.58|3 y/ Avg. /10 y|-$6.18|$14.40|$0.00|$6.18|41
829|Bormioli, Glass jar with lid|1.00 EA|$18.99|$1.59|$20.58|3 y/ Avg. /10 y|-$6.18|$14.40|$0.00|$6.18|41
830|Oxo, Cutting board|4.00 EA|$75.96|$6.36|$82.32|3 y/ Avg. /20 y|-$12.34|$69.98|$0.00|$12.34|41
831|Speedo, Swim goggles|1.00 EA|$18.00|$1.51|$19.51|1y/Avg./10y|-$1.95|$17.56|$0.00|$1.95|41
832|Speedo, Swim goggles|1.00 EA|$18.00|$1.51|$19.51|2y/Avg./10y|-$3.90|$15.61|$0.00|$3.90|41
833|Royal, 4" Prism pick 500ct|1.00 EA|$18.00|$1.51|$19.51|3 y/ Avg. /10 y|-$5.85|$13.66|$0.00|$5.85|41
834|Studio Collection, Ceramic printed plate|3.00 EA|$54.00|$4.52|$58.52|3 y/ Avg. /20 y|-$8.78|$49.74|$0.00|$8.78|41
835|KEARLGMBH, Citronella Bucket Candle|4.00 EA|$71.96|$6.03|$77.99|1y/Avg./10y|-$7.80|$70.19|$0.00|$7.80|41
836|Now Foods, EGCg, Green tea extract 400mg 180 veg capsules|1.00 EA|$17.99|$0.00|$17.99|0.5y/ Avg. /0 y|-$0.00|$17.99|$0.00|$0.00|41
837|Kitched aid, Wood cutting board|1.00 EA|$17.99|$1.51|$19.50|3 y/ Avg. /20 y|-$2.93|$16.57|$0.00|$2.93|41
838|Gordon's London dry gin 1.75L|1.00 EA|$17.99|$0.00|$17.99|3 y/ Avg. / o y|-$0.00|$17.99|$0.00|$0.00|41
839|Acopa, Woven basket|1.00 EA|$17.99|$1.51|$19.50|3 y/ Avg. /10 y|-$5.85|$13.65|$0.00|$5.85|41
840|Petco, Dog christmas sweater|1.00 EA|$17.99|$1.51|$19.50|4y/Avg./5y|-$15.60|$3.90|$0.00|$15.60|41
841|Henckels, Kitchen shears|3.00 EA|$53.97|$4.52|$58.49|4y/Avg./20y|-$11.69|$46.80|$0.00|$11.69|41
842|Nature's Bounty, Hair skin and nails, gummies, 140ct|2.00 EA|$35.58|$0.00|$35.58|0.5y/Avg./3y|-$5.93|$29.65|$0.00|$5.93|42
843|CVS Health, Aspirin 500ct|1.00 EA|$17.49|$0.00|$17.49|0.33 y/ Avg. /3 y|-$1.92|$15.57|$0.00|$1.92|42
844|Letschef, Stainless Steel Strainer|1.00 EA|$16.99|$1.42|$18.41|3 y/ Avg. /10 y|-$5.53|$12.88|$0.00|$5.53|42
845|Genlge, Assorted plastic bowl 12ct|1.00 EA|$16.99|$1.42|$18.41|3 y/ Avg. / y|-$0.00|$18.41|$0.00|$0.00|42
846|Cuisinart, Fruit/vegetable spin and dry wash bowl|1.00 EA|$16.99|$1.42|$18.41|3 y/ Avg. /5 y|-$11.04|$7.37|$0.00|$11.04|42
847|Farbeware, Non-stick covered saucepan|7.00 EA|$118.93|$9.96|$128.89|5 y/ Avg. /20 y|-$32.22|$96.67|$0.00|$32.22|42
848|Blue, Top Chews chicken & apple recipe dog treat 12oz|1.00 EA|$15.99|$1.34|$17.33|0.17y/Avg./5y|-$0.59|$16.74|$0.00|$0.59|42
849|Oxo, Turner spatula|1.00 EA|$15.99|$1.34|$17.33|3 y/ Avg. /10 y|-$5.20|$12.13|$0.00|$5.20|42
850|Mosolan, Bottle brush & straw brush|1.00 EA|$15.99|$1.34|$17.33|3 y/ Avg. /10 y|-$5.20|$12.13|$0.00|$5.20|42
851|Castillo, Silver rum 1L|1.00 EA|$15.99|$0.00|$15.99|3y/Avg./0y|-$0.00|$15.99|$0.00|$0.00|42
852|Farbeware, Sharpening steel|1.00 EA|$15.00|$1.26|$16.26|3 y/ Avg. /20 y|-$2.44|$13.82|$0.00|$2.44|42
853|Delsym, 12 Hr cough relief liquid 3fl oz|1.00 EA|$14.99|$0.00|$14.99|0.5y/ Avg./3y|-$2.50|$12.49|$0.00|$2.50|42
854|Pyrex, Glass mixing bowl|1.00 EA|$14.99|$1.26|$16.25|3 y/ Avg. /20 y|-$2.44|$13.81|$0.00|$2.44|42
855|Prestee, Clear plastic treat bag 200ct|1.00 EA|$14.99|$1.26|$16.25|3 y/ Avg. / O y|-$0.00|$16.25|$0.00|$0.00|42
856|Kitchen aid, Handheld can opener|1.00 EA|$14.99|$1.26|$16.25|3 y/ Avg. /20 y|-$2.44|$13.81|$0.00|$2.44|42
857|Trixie, Ceramic dog house figure|1.00 EA|$14.99|$1.26|$16.25|4y/Avg./10y|-$6.50|$9.75|$0.00|$6.50|42
858|Sonoma, Kitchen framed wall art 11" X 14"|4.00 EA|$59.96|$5.02|$64.98|4y/Avg./10y|-$25.99|$38.99|$0.00|$25.99|42
859|Comfy Package, Parchment Paper 15in X 200ft|1.00 EA|$14.98|$1.25|$16.23|0.33 y/ Avg. /0 y|-$0.00|$16.23|$0.00|$0.00|42
860|Mionetto, Prosecco rose 750ml|1.00 EA|$14.97|$0.00|$14.97|2y/Avg./0y|-$0.00|$14.97|$0.00|$0.00|42
861|Glad, Knife with sheaths 5ct|1.00 EA|$14.96|$1.25|$16.21|6y/Avg./20y|-$4.87|$11.34|$0.00|$4.87|42
862|AT&T, Corded phone|1.00 EA|$14.95|$1.25|$16.20|10.5 y/ Avg. /10 y|-$12.96|$3.24|$0.00|$12.96|42
863|Tovolo, Stainless steel mixing bowl 5. 5qt|1.00 EA|$14.77|$1.24|$16.01|3 y/ Avg. /20 y|-$2.41|$13.60|$0.00|$2.41|42
864|Tylenol, Extra strengthpain reliever and fever reucet 100caplets|1.00 EA|$13.99|$0.00|$13.99|0.25y/Avg./3y|-$1.17|$12.82|$0.00|$1.17|42
865|Olay, Complete lotion moisturizer with sunscreen spf 15 6fl oz|1.00 EA|$13.99|$1.17|$15.16|0.08 y/ Avg. /10 y|-$0.12|$15.04|$0.00|$0.12|42
866|Berkley Jensen, Plastic red cup 240ct|1.00 EA|$13.99|$1.17|$15.16|0.75y/Avg./0y|-$0.00|$15.16|$0.00|$0.00|42
867|Wilton, Non-stick baking pan|1.00 EA|$13.99|$1.17|$15.16|3 y/ Avg. /20 y|-$2.28|$12.88|$0.00|$2.28|42
868|Tutuview, Reusable plastic cups, 8ct|1.00 EA|$13.99|$1.17|$15.16|3 y/ Avg. /20 y|-$2.28|$12.88|$0.00|$2.28|42
869|Oxo, Stainless steeltongs|1.00 EA|$13.99|$1.17|$15.16|3 y/ Avg. /20 y|-$2.28|$12.88|$0.00|$2.28|43
870|Home depot, Dish rack|1.00 EA|$13.66|$1.14|$14.80|2.5 y/ Avg. /10 y|-$3.71|$11.09|$0.00|$3.71|43
871|Kirkland Signature, Margarita cocktaild mix 1.5L|1.00 EA|$13.49|$0.00|$13.49|0.5y/Avg./0y|-$0.00|$13.49|$0.00|$0.00|43
872|Coricidin, HBP cold and flu tablets 24ct|1.00 EA|$13.39|$0.00|$13.39|0.33 y/ Avg. /3 y|-$1.47|$11.92|$0.00|$1.47|43
873|Royal cup, Premium select decaf 10pk|1.00 EA|$12.99|$0.00|$12.99|0.5y/Avg./0y|-$0.00|$12.99|$0.00|$0.00|43
874|Oriental Trading, Party masks 12pk|1.00 EA|$12.99|$1.09|$14.08|1y/Avg./10y|-$1.41|$12.67|$0.00|$1.41|43
875|Sunbeam, Snow cone and straw 20 cone, 20 straws|1.00 EA|$12.99|$1.09|$14.08|2y/Avg./10y|-$2.82|$11.26|$0.00|$2.82|43
876|Wilton, Non-stick muffin pan 12-cup|1.00 EA|$12.99|$1.09|$14.08|3 y/ Avg. /20 y|-$2.11|$11.97|$0.00|$2.11|43
877|Taylor, Compact digital kitchen meat cooking thermometer|1.00 EA|$12.99|$1.09|$14.08|3 y/ Avg. /10 y|-$4.23|$9.85|$0.00|$4.23|43
878|Panasonic, Over the ear wired headphones|1.00 EA|$12.99|$1.09|$14.08|3 y/ Avg. /10 y|-$4.23|$9.85|$0.00|$4.23|43
879|Farbeware, Ice cream scoop|1.00 EA|$12.99|$1.09|$14.08|3 y/ Avg. /10 y|-$4.23|$9.85|$0.00|$4.23|43
880|Farbeware, Plastic measuring cups 9pcs|1.00 EA|$12.99|$1.09|$14.08|3 y/ Avg. /10 y|-$4.23|$9.85|$0.00|$4.23|43
881|Crestware, Cutting board|2.00 EA|$25.80|$2.16|$27.96|3 y/ Avg. /20 y|-$4.19|$23.77|$0.00|$4.19|43
882|Advil, Ibuprofen pain reliever & fever reducer tablets 100ct|1.00 EA|$12.49|$0.00|$12.49|0.67 y/ Avg. /3 y|-$2.79|$9.70|$0.00|$2.79|43
883|Vicks, Digital thermometer|2.00 EA|$24.98|$2.09|$27.07|3 y/ Avg. /10 y|-$8.12|$18.95|$0.00|$8.12|43
884|Dawn, Diswashing liquid soap 90oz|1.00 EA|$11.99|$1.00|$12.99|1.5 y/ Avg. /0 y|-$0.00|$12.99|$0.00|$0.00|43
885|Oxo, Measuring spoon 4pcs|1.00 EA|$11.99|$1.00|$12.99|3 y/ Avg. /10 y|-$3.90|$9.09|$0.00|$3.90|43
886|Oxo, Steel whisk|1.00 EA|$11.99|$1.00|$12.99|3 y/ Avg. /20 y|-$1.95|$11.04|$0.00|$1.95|43
887|Ikea, Folding chair|1.00 EA|$11.99|$1.00|$12.99|3 y/ Avg. /10 y|-$3.90|$9.09|$0.00|$3.90|43
888|Farbeware, Non-stick small fry pan|1.00 EA|$11.99|$1.00|$12.99|3 y/ Avg. /20 y|-$1.95|$11.04|$0.00|$1.95|43
889|Celebrate it, Heart shape non-stick pan|1.00 EA|$11.99|$1.00|$12.99|3.5 y/ Avg. /10 y|-$4.55|$8.44|$0.00|$4.55|43
890|Anker, USB-A cable|4.00 EA|$47.96|$4.02|$51.98|3 y/ Avg. /10 y|-$15.60|$36.38|$0.00|$15.60|43
891|Oxo, Silicone turner|5.00 EA|$59.95|$5.02|$64.97|3 y/ Avg. /10 y|-$19.50|$45.47|$0.00|$19.50|43
892|MOPIKO, Anti-pain and Anti-itch Ointment|1.00 EA|$11.50|$0.00|$11.50|0.5y/ Avg. /3y|-$1.92|$9.58|$0.00|$1.92|43
893|Snapware, Plastic food container|3.00 EA|$33.69|$2.82|$36.51|3 y/ Avg. /10 y|-$10.96|$25.55|$0.00|$10.96|43
894|Amscan, Plastic champagne glass 30ct|1.00 EA|$11.14|$0.93|$12.07|1.5y/Avg./20y|-$0.91|$11.16|$0.00|$0.91|43
895|Wilton, Non-stick mini loaf pan 4cup|1.00 EA|$10.99|$0.92|$11.91|3 y/ Avg. /20 y|-$1.79|$10.12|$0.00|$1.79|43
896|Tablecraft, Mesh strainer|1.00 EA|$10.99|$0.92|$11.91|3 y/ Avg. /10 y|-$3.58|$8.33|$0.00|$3.58|44
897|Cascade, Liquid dishwashing detergent 120fl oz|1.00 EA|$10.99|$0.92|$11.91|3 y/ Avg. / y|-$0.00|$11.91|$0.00|$0.00|44
898|Libman, Push broom|1.00 EA|$10.97|$0.92|$11.89|2y/Avg./10y|-$2.37|$9.52|$0.00|$2.37|44
899|Kolder, Salad dressing mixer bottle /w recipes 13 oz|1.00 EA|$10.88|$0.91|$11.79|3 y/ Avg. /10 y|-$3.53|$8.26|$0.00|$3.53|44
900|Wilton, Parchment traingles 100ct|1.00 EA|$10.75|$0.90|$11.65|1y/Avg./0y|-$0.00|$11.65|$0.00|$0.00|44
901|Tums, Chewable antavid tablets 96ct|1.00 EA|$10.67|$0.00|$10.67|0.25y/ Avg. /3 y|-$0.89|$9.78|$0.00|$0.89|44
902|Off!, Family care insect & mosquito repellent 9fl oz|1.00 EA|$10.55|$0.88|$11.43|0.75 y/ Avg. /10 y|-$0.86|$10.57|$0.00|$0.86|44
903|OFF!, Family unscented insect & Mosquito repellent 9oz|1.00 EA|$10.55|$0.88|$11.43|0.08 y/ Avg. /10 y|-$0.09|$11.34|$0.00|$0.09|44
904|Sharpie, Permanet markers cosmic color 5ct|1.00 EA|$10.47|$0.88|$11.35|1y/Avg./10y|-$1.14|$10.21|$0.00|$1.14|44
905|Unknown, Various Plastic Serving Plates|12.00 EA|$120.00|$10.05|$130.05|4y/Avg./20y|-$26.01|$104.04|$0.00|$26.01|44
906|Eight O'clock, Coffee pod 12ct|1.00 EA|$10.00|$0.00|$10.00|0.5y/ Avg./0y|-$0.00|$10.00|$0.00|$0.00|44
907|Party city, Glitter floral its my birthday fabric and plastic head bopper|1.00 EA|$10.00|$0.84|$10.84|3 y/ Avg. /10 y|-$3.25|$7.59|$0.00|$3.25|44
908|Pyrex, 2 cups measuring cup|3.00 EA|$30.00|$2.51|$32.51|3 y/ Avg. /10 y|-$9.75|$22.76|$0.00|$9.75|44
909|Figmit, Oven mitt|3.00 EA|$30.00|$2.51|$32.51|3 y/ Avg. /5 y|-$19.51|$13.00|$0.00|$19.51|44
910|Sunnyside, Denatured alcohol 1qt|1.00 EA|$9.99|$0.00|$9.99|0.75y/Avg./0y|-$0.00|$9.99|$0.00|$0.00|44
911|Nostalgia, Snow cone and straw 25ct|1.00 EA|$9.99|$0.84|$10.83|2y/Avg./10y|-$2.17|$8.66|$0.00|$2.17|44
912|Wilton, Christmas lollipop making kit|1.00 EA|$9.99|$0.84|$10.83|3 y/ Avg. /10 y|-$3.25|$7.58|$0.00|$3.25|44
913|Teevea, Silicone whisk|1.00 EA|$9.99|$0.84|$10.83|3 y/ Avg. /20 y|-$1.63|$9.20|$0.00|$1.63|44
914|Mobzio, Steel pizza pan|1.00 EA|$9.99|$0.84|$10.83|3 y/ Avg. /20 y|-$1.63|$9.20|$0.00|$1.63|44
915|Blue top, Frilled toothpicks 1000|1.00 EA|$9.99|$0.84|$10.83|3 y/ Avg. /10 y|-$3.25|$7.58|$0.00|$3.25|44
916|Ashland, Glass vase|1.00 EA|$9.99|$0.84|$10.83|3 y/ Avg. /10 y|-$3.25|$7.58|$0.00|$3.25|44
917|Winco, Carbon knife|2.00 EA|$19.98|$1.67|$21.65|2y/Avg./20y|-$2.17|$19.48|$0.00|$2.17|44
918|Vigor, Silicone oven mitt|2.00 EA|$19.98|$1.67|$21.65|3 y/ Avg. /5 y|-$12.99|$8.66|$0.00|$12.99|44
919|Braun, Thermoscan lens filter 20ct|2.00 EA|$19.98|$1.67|$21.65|3 y/ Avg. / O y|-$0.00|$21.65|$0.00|$0.00|44
920|Winco, Carbon steel knife|3.00 EA|$29.97|$2.51|$32.48|2y/Avg./20y|-$3.25|$29.23|$0.00|$3.25|44
921|Bed Bath & Beyond, Round steel hot pan trivet|4.00 EA|$39.96|$3.35|$43.31|3 y/ Avg. /20 y|-$6.49|$36.82|$0.00|$6.49|44
